,ictv_taxo_index
JN006064,1844
AF547430,1845
KJ174157,1846
KF713485,1847
JN699003,1848
KF493879,1849
JN698992,1850
MN096359,1851
DQ398049,1852
MK059749,1853
MN617843,1854
KR997932,1855
KX443696,1856
AY129334,1857
KF024722,1858
MH744423,1859
MH632120,1860
MH155868,1861
MG518520,1862
MN994275,1863
MG518519,1864
MG515223,1865
MH590599,1866
MH590597,1867
MH576965,1868
MH576968,1869
MH727564,1870
MT310865,1871
MN096371,1872
MN444876,1873
MK494112,1874
MK977711,1875
KM652554,1876
MF155946,1877
MF347636,1878
MF347637,1879
MF347638,1880
MF347639,1881
KF831354,1882
AY508486,1883
KJ452292,1884
KY653123,1885
DQ530361,1886
KT809368,1887
KT809369,1888
GQ398772,1889
KT878766,1890
AP011956,1891
MH384259,1892
MH401416,1893
MG029510,1894
KC595278,1895
FJ713816,1896
KC342645,1897
AF424783,1898
AB044554,1899
KX232515,1900
AB009866,1901
AB243556,1902
KY695153,1903
MH384260,1904
EF462197,1905
JF704092,1906
KC691257,1907
MF919495,1908
AY129337,1909
MH697579,1910
MH727543,1911
JN412588,1912
KT281790,1913
MW822148,1914
KX831080,1915
MN735434,1916
JN699627,1917
MK359346,1918
MK359345,1919
MT723945,1920
MH910040,1921
JN204348,1922
KX752698,1923
MF668280,1924
EU826466,1925
JN699001,1926
FJ168659,1927
AP018487,1928
MN234195,1929
KJ194582,1930
DQ398051,1931
MN204501,1932
MN585996,1933
MK376957,1934
MN010761,1935
MN284896,1936
MK376953,1937
MN585982,1938
MT310850,1939
MN585971,1940
MN284904,1941
MH588546,1942
MH588547,1943
JX100810,1944
MH588545,1945
MH588544,1946
JX100814,1947
JX100813,1948
JX100809,1949
MK757449,1950
MT310890,1951
MK894435,1952
MK878904,1953
HM246720,1954
HM246721,1954
HM246722,1954
HM246723,1954
HM246724,1954
HE815464,1955
FN667788,1956
FN667789,1957
FR823450,1958
JX569801,1959
JN132397,1960
KX879627,1961
GU296433,1962
MN234183,1963
MF141540,1964
KR080198,1965
KR080197,1966
KJ410133,1967
MN234185,1968
MN234219,1969
MH779505,1970
MH779514,1971
MK524494,1972
KX641265,1973
DQ398042,1974
JN412593,1975
KR080202,1976
MK494105,1977
MG727697,1978
KT361651,1979
KT361654,1980
MH431930,1981
MG720308,1982
MK368614,1983
MN562221,1984
MK905543,1985
AP017972,1986
KC131130,1987
JQ809702,1988
AY129336,1989
MF919502,1990
MT522000,1991
JF704115,1992
KJ567041,1993
MH744415,1994
MH020235,1995
MN586012,1996
MH155865,1997
MN945900,1998
KY348865,1999
MH651169,2000
KM347889,2001
MH155866,2002
KM652553,2003
MN585995,2004
KT309034,2005
MH077578,2006
MN586001,2007
MN310544,2008
MT310893,2009
MN585975,2010
MH669001,2011
MF668270,2012
KY012363,2013
KM279937,2014
MK524503,2015
MK016494,2016
MT889374,2017
KR997930,2018
MH727548,2019
MT684586,2020
MF668271,2021
MH669003,2022
MH590602,2023
KM101122,2024
KF024723,2025
MH632119,2026
MT684601,2027
KM066034,2028
MH669005,2029
KX610764,2030
KR935214,2031
MH590598,2032
MH651178,2033
MN586011,2034
MH834617,2035
MK967397,2036
MH590596,2037
MH155871,2038
MH077580,2039
MH825707,2040
MN369749,2041
MN369755,2042
MT684593,2043
MN310545,2044
MH651183,2045
MK359307,2046
MG770213,2047
MH371120,2048
KR824843,2049
MH051257,2050
MF919526,2051
KT279576,2052
MW055915,2053
MK305886,2054
MK875792,2055
KT281792,2056
MG872841,2057
MH669012,2058
MF668281,2059
MT897904,2060
KJ025956,2061
MH371123,2062
KC661278,2063
KT895280,2064
MH669014,2065
MF190168,2066
KX808131,2067
MK494110,2068
MT114164,2069
MF668287,2070
MK016504,2071
KX576644,2072
KT281795,2073
MK112556,2074
GU060500,2075
EU816590,2076
AY129330,2077
JN698996,2078
JF937093,2079
JX411620,2080
JN859129,2081
JN542517,2082
FJ174690,2083
JN398368,2084
JF937098,2085
DQ398045,2086
JF937102,2087
JN020142,2088
FJ174692,2089
DQ398050,2090
FJ174693,2091
JF704117,2092
JN699012,2093
JN020141,2094
JN020143,2095
JQ300538,2096
JX121091,2097
EF536069,2098
HQ728524,2099
MN908688,2100
MH001449,2101
KM101124,2102
MH651187,2103
MH077585,2104
MK977709,2105
KC139518,2106
JX297445,2107
HE775250,2108
KR270151,2109
KF148055,2110
KC832325,2111
KM272358,2112
JQ007353,2113
EF177456,2114
KF562865,2115
KF562864,2116
KC139511,2117
AY730274,2118
JX202565,2119
MG099933,2120
GU196277,2121
GU196278,2122
GU196279,2123
GU196280,2124
MK737937,2125
MG784342,2126
MH598512,2127
JQ619704,2128
AF069529,2129
JQ182727,2130
JQ086372,2131
JQ086374,2132
JQ182731,2133
HM173637,2134
JQ086377,2135
AF069308,2136
JQ182726,2137
JQ086369,2138
JQ182732,2139
KY979108,2140
JQ086373,2141
JQ086370,2142
KY210139,2143
MN461279,2144
AP008986,2145
MG944227,2146
MG944234,2147
MK376961,2148
MG099939,2149
MH779504,2150
MK279906,2151
MH651176,2152
MH651185,2153
KX555527,2154
JQ659259,2155
KC013022,2156
KC013023,2157
KC013025,2158
KC013021,2159
MN552146,2160
KX578042,2161
KM262192,2162
KC013026,2163
KC013027,2164
GQ451696,2165
MH697576,2166
MG099936,2167
KC576783,2168
JN256079,2169
MK977708,2170
MT498044,2171
MK524500,2172
KF986246,2173
KU935727,2174
MG099948,2175
KU935731,2176
KU935730,2177
MT498048,2178
MT498042,2179
JN624851,2180
KU935729,2181
MH697593,2182
KU935728,2183
KU963263,2184
KU963249,2185
KU963257,2186
KU963255,2187
KX557287,2188
KX377933,2189
KR014248,2190
KX405003,2191
MG646672,2192
MG646669,2193
JX560968,2194
AF320576,2195
KM092515,2196
KF055347,2197
KP143762,2198
KY626162,2199
KP010413,2200
KP869100,2201
JN225449,2202
KM657822,2203
EU877232,2204
EU710883,2205
HQ728263,2206
KM236239,2207
KT363872,2208
MF158040,2209
MF327003,2210
MF327004,2211
KT454805,2212
KT454806,2213
JN412591,2214
MF919492,2215
MN585977,2216
MF140399,2217
KT347313,2218
KF841477,2219
MK814758,2220
KC691256,2221
MK494122,2222
JN572061,2223
MT498061,2224
MN892486,2225
MF281061,2226
MF472894,2227
KP027200,2228
KU985090,2229
MT024866,2230
KR080195,2231
MN234172,2232
MN096355,2233
KX648391,2234
MH230879,2235
MT345684,2236
KX129925,2237
JQ067084,2238
KP719134,2239
KP719132,2240
KP719133,2241
KJ419279,2242
KY926791,2243
KP064094,2244
KM236243,2245
MH697580,2246
MN010758,2247
KP790011,2248
MH651189,2249
MW132713,2250
MT553344,2251
KU998237,2252
KF766125,2253
KJ603229,2254
KY914478,2255
MN067333,2256
KF971864,2257
KP682371,2258
JQ011318,2259
KR781488,2260
KU977419,2261
KU977420,2262
AP012532,2263
AP005154,2264
EU311208,2265
KU238067,2266
KP682381,2267
MG986485,2268
KU238070,2269
AB255436,2270
HM208303,2271
AF125520,2272
AP012535,2273
KX190833,2274
MK759918,2275
MN850632,2276
MN850573,2277
MH816848,2278
MF805809,2279
FR775895,2280
MT932211,2281
KX552041,2282
KX664695,2283
JX561091,2284
MK373788,2285
MH252123,2286
MN850648,2287
MT496970,2288
MN850571,2289
MN850598,2290
MH051333,2291
MW175890,2292
MN850618,2293
MN850565,2294
DQ003639,2295
KJ094023,2296
MT500540,2297
JX486088,2298
MG252693,2299
MG765276,2300
KU052488,2301
KM514685,2302
CP031026,2303
MG765274,2304
KX223815,2305
MG744354,2306
KM190144,2307
JQ691612,2308
KC954774,2309
JQ691611,2310
KT353109,2311
JQ015307,2312
MN732867,2313
MN184887,2314
KY652726,2315
KT934943,2316
KX452695,2317
MT178275,2318
MK024806,2319
MG250486,2320
KF550303,2321
JN882284,2322
GU070616,2323
JX181824,2324
KR698074,2325
KJ190158,2326
JQ031132,2327
KC690136,2328
KT001917,2329
LN881727,2330
DQ832317,2331
KY683736,2332
MF324915,2333
MF140398,2334
MF140406,2335
MN234199,2336
MT723940,2337
MH509442,2338
JF704105,2339
MH001453,2340
MH077577,2341
KX808132,2342
JF704106,2343
HM152764,2344
MF668267,2345
MH371113,2346
MF377440,2347
MT310860,2348
HM152767,2349
MN234226,2350
JN185608,2351
MK376955,2352
MF140416,2353
MG962371,2354
MT310859,2355
MN284895,2356
KM677211,2357
MK460246,2358
MK494119,2359
MK016503,2360
MF324911,2361
KX657796,2362
KF713486,2363
MN234176,2364
MN234165,2365
MN234198,2366
MN945904,2367
JN831653,2368
MK224497,2369
MK524488,2370
KX621007,2371
MF373841,2372
KP027199,2373
JX042579,2374
JF937104,2375
KR080206,2376
MH651171,2377
KX636165,2378
KM923971,2379
JN243855,2380
MH051255,2381
KM363596,2382
MG962374,2383
MH697592,2384
MH576966,2385
JN831653,2386
AF068845,2387
MF140411,2388
KT591490,2389
KJ510412,2390
MN369762,2391
MF324914,2392
KY945355,2393
MF324908,2394
MN945901,2395
MG593800,2396
KC595517,2397
KC595518,2398
MN023176,2399
KU886225,2400
MG655268,2401
KF806589,2402
KU886224,2403
KU886223,2404
KU886222,2405
JQ182734,2406
JQ182733,2407
MK599416,2408
AY986977,2409
AB897757,2410
JQ513383,2411
LR595859,2412
MH460463,2413
MH248138,2414
KU160638,2415
MF185731,2416
GU967410,2417
KX620748,2418
KX620749,2419
MH834595,2420
KC330684,2421
KF669648,2422
KC330679,2423
KC330680,2424
KC330683,2425
KF669651,2426
KF669659,2427
KC330682,2428
MK016490,2429
MK016500,2430
MH536811,2431
MH536814,2432
MN234188,2433
MG450654,2434
MH153799,2435
MH536812,2436
MN882550,2437
MT771339,2438
MH834596,2439
AJ251789,2440
KM507819,2441
KC295538,2442
MT074429,2443
KU963247,2444
MG593801,2445
KY554768,2446
KY554771,2447
HM029250,2448
KF926093,2449
KY554777,2450
MN552145,2451
KM677185,2452
JQ245707,2453
MK305888,2454
KY092479,2455
KY092481,2456
MT024868,2457
JX307702,2458
JF704093,2459
KF841475,2460
KY204245,2461
MF919496,2462
MF919498,2463
MN813696,2464
JQ896627,2465
KY006473,2466
JN699015,2467
MK494117,2468
KX579975,2469
MN813697,2470
GQ303263,2471
KX641260,2472
MH727563,2473
MT006240,2474
MT006233,2475
KF147891,2476
MT740729,2477
MT740747,2478
KX557272,2479
MK719729,2480
MK719730,2481
MK719733,2482
MK719710,2483
MK719714,2484
AY129339,2485
MK279909,2486
EF153632,2487
AY539836,2488
CP000622,2489
HE614282,2490
JN712910,2491
AF232233,2492
JX495043,2493
JX495041,2494
LN898172,2495
MH983004,2496
KR063280,2497
MG099938,2498
JN083852,2499
MN617844,2500
KT246486,2501
JN408459,2502
KF493882,2503
KF017001,2504
MH020239,2505
MK494091,2506
KM101118,2507
KT438501,2508
JQ684677,2509
KT004677,2510
MN096372,2511
KJ510413,2512
MG925349,2513
KU963261,2514
LR595864,2515
MG757154,2516
KU728633,2517
MG775259,2518
KX925554,2519
KU998235,2520
MH834603,2521
MH834605,2522
MH834611,2523
MH834614,2524
MH834623,2525
MG711465,2526
KU998233,2527
KT630649,2528
FJ226752,2529
EF529515,2530
AY699705,2531
U88974,2532
AF158600,2533
LN610578,2534
KP233880,2535
AM910650,2536
KF856712,2537
AY078382,2538
KC294142,2539
HG518155,2540
MH023293,2541
MN062711,2542
MT024863,2543
MH825698,2544
KY979132,2545
MW477799,2546
JN191664,2547
KF296718,2548
JQ062992,2549
MH059633,2550
MH191395,2551
AY394005,2552
DQ631426,2553
JN808773,2554
HE584812,2555
DQ873690,2556
EU272036,2557
EU272037,2558
HM624080,2559
HQ634192,2560
GU229986,2561
EU874396,2562
MF158038,2563
MH779519,2564
MH779522,2565
MH779523,2566
MH779525,2567
MH779518,2568
MH779527,2569
L33769,2570
MH779521,2571
L48605,2572
MN689507,2573
MN689512,2574
MN689526,2575
MN689527,2576
MN689528,2577
MN689505,2578
MN689508,2579
MN689510,2580
MN689511,2581
MN689513,2582
MF443126,2583
MK301442,2584
MF443121,2585
MF443125,2586
MF443124,2587
MN689503,2588
MF443119,2589
MF443120,2590
MF443123,2591
KX373685,2592
KX373686,2593
MN337887,2594
KX373687,2595
MN689531,2596
MN689533,2597
EU340421,2598
KJ564038,2599
KJ564037,2600
KJ564036,2601
KF188410,2602
AY739900,2603
KU873925,2604
AY129333,2605
KP027201,2606
KT339177,2607
AP014927,2608
AP014693,2609
DQ535032,2610
MT740730,2611
MT740736,2612
MT740738,2613
MT740739,2614
MT740742,2615
GQ241246,2616
KF669650,2617
MT771343,2618
MH252365,2619
JX486087,2620
JN051154,2621
AY236756,2622
EU719189,2623
LN681539,2624
KX228399,2625
KX228400,2626
JX145341,2627
KR905066,2628
KR905067,2629
KR905070,2630
MH834606,2631
MH834616,2632
KF017002,2633
AY129335,2634
JN698993,2635
MH590592,2636
MF428481,2637
AP019560,2638
AP019561,2639
AP019562,2640
MK075003,2641
KX827369,2642
MN028536,2643
KR935217,2644
MG757156,2645
MH590603,2646
KT355471,2647
MG189906,2648
AF246223,2649
KU998242,2650
KU963258,2651
MK514282,2652
MH717097,2653
MK759854,2654
AF165214,2655
HQ711985,2656
MF176161,2657
MW314849,2658
KR053200,2659
MK433264,2660
KM233151,2661
JN984867,2662
JQ086375,2663
JX865427,2664
GQ502199,2665
FJ750948,2666
KM896878,2667
MK798143,2668
JN022534,2669
MK798144,2670
MT740734,2671
MG670586,2672
JN638751,2673
KX620750,2674
KX620751,2675
KX620753,2676
KX620754,2677
DQ123818,2678
KF861510,2679
MH509447,2680
MH203384,2681
MH203383,2682
KJ127304,2683
KR131750,2684
KF728385,2685
KF733017,2686
JX193904,2687
KT932701,2688
MH193369,2689
MG708276,2690
KX284704,2691
MF678788,2692
MF678789,2693
MF678790,2694
KF772233,2695
EU717894,2696
MT497017,2697
MT497068,2698
MT497067,2699
MT497091,2700
MT497072,2701
MT497071,2702
MG839027,2703
MH884509,2704
AJ697969,2705
KU998239,2706
KU963260,2707
HQ403646,2708
MG770215,2709
KR052480,2710
KF381361,2711
KR052482,2712
KY630187,2713
LT960551,2714
JF712866,2715
AY505112,2716
AY510084,2717
MG711462,2718
KX397364,2719
JX316028,2720
HQ634174,2721
GU071101,2722
GU075905,2723
KX557277,2724
MK814757,2725
MN234161,2726
MK801721,2727
KJ173786,2728
AY605066,2729
MH443100,2730
MH443101,2731
MG727695,2732
KP296791,2733
MH454078,2734
KT361649,2735
KP202972,2736
MH454079,2737
MH431936,2738
MG727701,2739
MG727702,2740
MH431937,2741
KF010834,2742
MG727699,2743
MG727698,2744
KP296793,2745
KP296795,2746
KP296796,2747
MG727700,2748
MH431931,2749
AY954954,2750
MK450538,2751
KM873719,2752
KY979235,2753
MG962366,2754
KU599877,2755
KT876724,2756
MT740737,2757
AB863625,2758
KU130129,2759
KU130126,2760
MH834613,2761
MT161385,2762
MT161381,2763
MT161382,2764
MT161383,2765
MT161384,2766
HQ317390,2767
MK779875,2768
EU081845,2769
JN699005,2770
JX015524,2771
AY500153,2772
JN699000,2773
JF957057,2774
JN698998,2775
AF271693,2776
DQ398043,2777
AF022214,2778
JN153085,2779
JN153086,2780
JF704107,2781
JX307704,2782
EU744251,2783
JF937099,2784
EU744248,2785
JF937110,2786
JN699016,2787
Z18946,2788
JF937100,2789
EU744249,2790
JX307705,2791
JN020140,2792
JF937103,2793
JQ698665,2794
JF704110,2795
JN572689,2796
JX411619,2797
GU339467,2798
JN398369,2799
JN831654,2800
GU247132,2801
EU826470,2802
JF937108,2803
JF946695,2804
JN408461,2805
JQ512844,2806
AY500152,2807
JN687951,2808
AB231700,2809
KF356199,2810
KJ567043,2811
MF140397,2812
KU160644,2813
KR053194,2814
KR063279,2815
MT740731,2816
MT740740,2817
MH638294,2818
KR063278,2819
JN035618,2820
KX557278,2821
EU203571,2822
MH727556,2823
MH651172,2824
MK061412,2825
MN586039,2826
KF560332,2827
JN049605,2828
JF704097,2829
JF937094,2830
JN699019,2831
MK359352,2832
MG099945,2833
MH155876,2834
KF560334,2835
LR595862,2836
MK620899,2837
MH898687,2838
AP014629,2839
MK016495,2840
KU160641,2841
KU160646,2842
KP790008,2843
KY742649,2844
KX557281,2845
MK327938,2846
MG198784,2847
MG198783,2848
MH431938,2849
MH460827,2850
MH460825,2851
KT755656,2852
MH460824,2853
EU399241,2854
EF057797,2855
MT613935,2856
MN812207,2857
KX557279,2858
MG020111,2859
KC821613,2860
KC821617,2861
KC821619,2862
MK279841,2863
JN698994,2864
AY625898,2865
KC262634,2866
MF580955,2867
MF580957,2868
KJ094020,2869
JX126920,2870
JX126919,2871
KJ094021,2872
JX442241,2873
KT725776,2874
KX227757,2875
MH363708,2876
KR905068,2877
KF623294,2878
MG324353,2879
MG324354,2880
MG839019,2881
MG839029,2882
MN062703,2883
MK894437,2884
MH153811,2885
MW353175,2886
KR136259,2887
KR136260,2888
MN585993,2889
JQ823123,2890
JQ823122,2891
EU876853,2892
GQ357915,2893
MH153804,2894
DQ163914,2895
KU884563,2896
AY616446,2897
MF668266,2898
KU160650,2899
JX866719,2900
MF663761,2901
KX237516,2902
KT151955,2903
GU903191,2904
KY705409,2905
KM360178,2906
KC595514,2907
KT151956,2908
LR597643,2909
LR597636,2910
LR595850,2911
MH727550,2912
MT723935,2913
MW291016,2914
MH536818,2915
MN062704,2916
MH153808,2917
MK501729,2918
KC171646,2919
MF999224,2920
KC171647,2921
AB757800,2922
MF580961,2923
MF629150,2924
KX965989,2925
KU647626,2926
KU647627,2927
MH128984,2928
JF939047,2929
MF472895,2930
KM879463,2931
MF185718,2932
MN703411,2933
MH744419,2934
MN234234,2935
KU160660,2936
JX483876,2937
AB720063,2938
MG596800,2939
AB910393,2940
LC102729,2941
MG925343,2942
MG925345,2943
FJ174691,2944
KU160640,2945
MK112529,2946
KU160643,2947
MT498050,2948
KU160645,2949
MK279854,2950
KX688103,2951
KU160648,2952
MG210949,2953
KU160652,2954
MW314848,2955
KU160653,2956
MK279863,2957
MT498045,2958
MF140424,2959
KX688102,2960
KU160659,2961
KU160661,2962
MH450131,2963
MG198779,2964
MK279892,2965
KU160672,2966
JF937091,2967
AY129331,2968
JN412590,2969
EU816591,2970
DQ398041,2971
EU816588,2972
GQ303265,2973
JF937106,2974
JN006061,2975
KF356198,2976
MH271301,2977
MH651168,2978
MH976509,2979
MH976511,2980
MT723937,2981
MH976513,2982
MH450129,2983
MK967396,2984
MT723941,2985
HE611333,2986
MF580956,2987
MF580959,2988
MN484600,2989
LC168164,2990
MK804891,2991
MK804892,2992
JX415536,2993
KP308307,2994
JX867715,2995
EU330206,2996
KF981730,2997
KM044272,2998
MN038177,2999
AY131267,3000
KY629563,3001
HQ141410,3002
MG711461,3003
MK838112,3004
MK838114,3005
MK838115,3006
MK813943,3007
EU078592,3008
JQ182735,3009
JQ086376,3010
J02459,3011
MH547045,3012
MN234190,3013
MN234220,3014
MN234207,3015
MN234232,3016
MN586003,3017
MK473373,3018
EU246945,3019
KU160654,3020
MF140418,3021
KU160664,3022
MF140434,3023
MT251347,3024
MF612073,3025
MK554696,3026
LT714109,3027
AF335538,3028
BK000583,3029
DQ003260,3030
AF547987,3031
AY052766,3032
LN681535,3033
LN681536,3034
HM568888,3035
MH626557,3036
MH669000,3037
MN586047,3038
MN586026,3039
MN586028,3040
AY349011,3041
FJ937737,3042
JX104231,3043
JN662425,3044
MK061413,3045
MK388689,3046
KC821632,3047
KC821609,3048
MW314850,3049
MN812208,3050
MN812212,3051
MN812219,3052
MN812229,3053
MN812231,3054
MN812238,3055
KP296792,3056
HQ633071,3057
KF811200,3058
LN890663,3059
AJ550940,3060
AJ006589,3061
MK673511,3062
AY855346,3063
LK985322,3064
MT522004,3065
MN310541,3066
KR080193,3067
MF668275,3068
KU963256,3069
MG711464,3070
JX887877,3071
EU887664,3072
MK947460,3073
AM491472,3074
KX397370,3075
KU665491,3076
MK279899,3077
MH834610,3078
MT708550,3079
JX901189,3080
KF024728,3081
JX556418,3082
JQ692107,3083
MG746602,3084
MN044033,3085
AJ556162,3086
JQ347801,3087
KU647629,3088
MF324907,3089
KT365401,3090
KU160651,3091
KU160656,3092
MF189177,3093
MF189178,3094
MN183279,3095
JF704100,3096
KJ538721,3097
MG596799,3098
MH271303,3099
KR560069,3100
MN098328,3101
MN095772,3102
MK524510,3103
MH271304,3104
MH271312,3105
KU935715,3106
MT701586,3107
AY129332,3108
JF704098,3109
JF704101,3110
KY965063,3111
MN062718,3112
HM755814,3113
MK279903,3114
AB366653,3115
KU574722,3116
JN882285,3117
EF579802,3118
MK994515,3119
MF285618,3120
FJ236310,3121
AF085222,3122
AF145054,3123
AF115102,3124
AF115103,3125
MG757152,3126
MK967390,3127
MG099940,3128
MK801733,3129
MG770211,3130
MN444874,3131
MN945905,3132
KU998241,3133
MK359302,3134
MG770214,3135
MN094788,3136
KU160642,3137
KU647628,3138
MN586027,3139
MN095771,3140
KJ025957,3141
MN812206,3142
MN812224,3143
MN812227,3144
MN812234,3145
MN812240,3146
KF591601,3147
MK125141,3148
MG711460,3149
AF083977,3150
KP010268,3151
MW353181,3152
MN877442,3153
MK618717,3154
MN062189,3155
MF141539,3156
AF396866,3157
AY369265,3158
AY368235,3159
AF543311,3160
EF602154,3161
KY606587,3162
LN610573,3163
KY994101,3164
AB472900,3165
KC862299,3166
KM434186,3167
MH697589,3168
LR597639,3169
LR595866,3170
KJ489010,3171
KJ489011,3172
KJ489012,3173
KJ489013,3174
MG018927,3175
KJ802832,3176
KC139649,3177
MF063068,3178
KX557282,3179
MF974396,3180
MF974397,3181
HM368260,3182
JX976549,3183
KJ817802,3184
MF346584,3185
HE806280,3186
KU510289,3187
KY829116,3188
KY670595,3189
MG711463,3190
MT234342,3191
JF937090,3192
JN698997,3193
JF937101,3194
AY129338,3195
JF957059,3196
JN201525,3197
MK524501,3198
KU998245,3199
KU998253,3200
EU100883,3201
EU100884,3202
KJ409772,3203
LN887844,3204
KF669655,3205
KP411017,3206
KM236247,3207
KF669660,3208
KM236248,3209
JX262225,3210
JX262224,3211
KR337651,3212
KR337649,3213
KR337645,3214
KR337650,3215
KR337643,3216
KR337654,3217
JX262223,3218
JX262215,3219
JX262219,3220
JX262216,3221
JX262222,3222
JX262221,3223
JX262220,3224
JX262217,3225
JX262218,3226
DQ431235,3227
KJ722067,3228
FJ706171,3229
FJ706172,3230
KJ578758,3231
KJ578759,3232
JX570706,3233
KJ578761,3234
JX570705,3235
KJ578765,3236
KJ578767,3237
JX570710,3238
KJ578770,3239
KJ578773,3240
KJ578774,3241
JX570702,3242
JX570714,3243
JX570713,3244
JX570712,3245
KJ578776,3246
KJ578778,3247
KJ578779,3248
KJ578780,3249
KJ578781,3250
KJ578783,3251
KJ578784,3252
KJ578785,3253
KJ578786,3254
KJ578787,3255
KJ578788,3256
KJ578789,3257
KJ578790,3258
KJ578791,3259
KJ578792,3260
KR337653,3261
KR337644,3262
KR337648,3263
KR337647,3264
KR337652,3265
KR337646,3266
HE983845,3267
LN610572,3268
GU988610,3269
KR052143,3270
KU761955,3271
KY000083,3272
KC862297,3273
KC862298,3274
KC862300,3275
HQ832595,3276
KY073228,3277
JQ067089,3278
JQ067093,3279
FJ188381,3280
FM180578,3281
AP012539,3282
AP012540,3283
FJ184280,3284
KF416342,3285
JF704112,3286
MK618715,3287
JN412589,3288
LN610589,3289
